Month,DayofMonth,DayOfWeek,ArrDelay,DepDelay,Origin,Dest,Cancelled
10,8,4,26,17,BUR,SFO,0
10,9,5,51,49,BUR,SFO,0
10,10,6,-5,-1,BUR,SFO,0
10,11,7,24,18,BUR,SFO,0
10,12,1,34,14,BUR,SFO,0
10,13,2,11,8,BUR,SFO,0
10,14,3,53,43,BUR,SFO,0
10,15,4,14,18,BUR,SFO,0
10,16,5,24,9,BUR,SFO,0
10,17,6,19,12,BUR,SFO,0
10,18,7,22,22,BUR,SFO,0
10,19,1,12,4,BUR,SFO,0
10,20,2,26,19,BUR,SFO,0
10,21,3,27,21,BUR,SFO,0
10,22,4,116,18,BUR,SFO,0
10,23,5,51,40,BUR,SFO,0
10,24,6,-5,-2,BUR,SFO,0
10,25,7,28,25,BUR,SFO,0
10,26,1,16,10,BUR,SFO,0
10,31,6,23,18,LAX,FAT,0
10,3,6,9,8,PSC,YKM,0
10,10,6,-18,-18,PSC,YKM,0
10,17,6,6,5,PSC,YKM,0
10,24,6,-2,-8,PSC,YKM,0
10,31,6,24,1,SAN,LAX,0
10,3,6,4,0,SFO,PSC,0
10,10,6,-5,-1,SFO,PSC,0
10,24,6,5,1,SFO,PSC,0
10,1,4,10,-1,SCK,LAX,0
10,2,5,6,-1,SCK,LAX,0
10,5,1,0,0,SCK,LAX,0
10,6,2,7,-1,SCK,LAX,0
10,7,3,-1,0,SCK,LAX,0
10,8,4,-4,-1,SCK,LAX,0
10,9,5,3,-1,SCK,LAX,0
10,12,1,-3,-3,SCK,LAX,0
10,13,2,5,1,SCK,LAX,0
10,14,3,1,-1,SCK,LAX,0
10,15,4,-2,-1,SCK,LAX,0
10,16,5,-2,0,SCK,LAX,0
10,19,1,-2,-1,SCK,LAX,0
10,20,2,3,-2,SCK,LAX,0
10,21,3,1,-2,SCK,LAX,0
10,22,4,4,-1,SCK,LAX,0
10,23,5,NA,NA,SCK,LAX,1
10,26,1,7,0,SCK,LAX,0
10,27,2,5,-2,SCK,LAX,0
10,28,3,1,-2,SCK,LAX,0
10,29,4,2,-1,SCK,LAX,0
10,30,5,-3,-2,SCK,LAX,0
10,28,3,0,-2,LAS,LAX,0
10,29,4,10,4,LAS,LAX,0
10,30,5,12,12,LAS,LAX,0
10,1,4,0,2,LAX,SFO,0
10,2,5,3,2,LAX,SFO,0
10,3,6,18,13,LAX,SFO,0
10,4,7,65,50,LAX,SFO,0
10,5,1,7,4,LAX,SFO,0
10,6,2,-3,0,LAX,SFO,0
10,7,3,14,8,LAX,SFO,0
10,9,5,64,59,LAX,SFO,0
10,10,6,8,3,LAX,SFO,0
10,11,7,21,14,LAX,SFO,0
10,12,1,36,27,LAX,SFO,0
10,13,2,25,6,LAX,SFO,0
10,14,3,43,39,LAX,SFO,0
10,15,4,56,36,LAX,SFO,0
10,16,5,68,64,LAX,SFO,0
10,17,6,22,17,LAX,SFO,0
10,18,7,13,5,LAX,SFO,0
10,19,1,16,14,LAX,SFO,0
10,20,2,28,20,LAX,SFO,0
10,21,3,9,6,LAX,SFO,0
10,23,5,35,18,LAX,SFO,0
10,24,6,33,15,LAX,SFO,0
10,25,7,14,10,LAX,SFO,0
10,29,4,65,61,LAX,SFO,0
10,30,5,15,9,LAX,SFO,0
10,31,6,47,24,LAX,SFO,0
10,1,4,16,15,SFO,MFR,0
10,4,7,54,56,SFO,MFR,0
10,5,1,-3,2,SFO,MFR,0
10,6,2,-6,1,SFO,MFR,0
10,7,3,10,14,SFO,MFR,0
10,8,4,43,38,SFO,MFR,0
10,9,5,63,60,SFO,MFR,0
10,11,7,10,16,SFO,MFR,0
10,12,1,27,27,SFO,MFR,0
10,13,2,23,19,SFO,MFR,0
10,14,3,41,39,SFO,MFR,0
10,15,4,46,45,SFO,MFR,0
10,16,5,57,60,SFO,MFR,0
10,18,7,1,5,SFO,MFR,0
10,19,1,5,4,SFO,MFR,0
10,20,2,19,22,SFO,MFR,0
10,21,3,-7,1,SFO,MFR,0
10,23,5,32,34,SFO,MFR,0
10,25,7,14,11,SFO,MFR,0
10,27,2,43,33,SFO,MFR,0
10,1,4,9,0,OAK,LAX,0
10,2,5,1,-1,OAK,LAX,0
10,5,1,0,-1,OAK,LAX,0
10,6,2,2,-1,OAK,LAX,0
10,7,3,-6,0,OAK,LAX,0
10,8,4,7,-1,OAK,LAX,0
10,9,5,11,4,OAK,LAX,0
10,12,1,0,-1,OAK,LAX,0
10,13,2,2,0,OAK,LAX,0
10,14,3,11,1,OAK,LAX,0
10,15,4,11,-1,OAK,LAX,0
10,16,5,38,27,OAK,LAX,0
10,18,7,11,-1,OAK,LAX,0
10,19,1,-6,0,OAK,LAX,0
10,20,2,3,-1,OAK,LAX,0
10,21,3,7,0,OAK,LAX,0
10,23,5,29,27,OAK,LAX,0
10,25,7,7,0,OAK,LAX,0
10,26,1,3,-1,OAK,LAX,0
10,27,2,11,-1,OAK,LAX,0
10,28,3,6,-1,OAK,LAX,0
10,29,4,8,-1,OAK,LAX,0
10,30,5,2,1,OAK,LAX,0
10,1,4,12,3,LAS,LAX,0
10,2,5,4,0,LAS,LAX,0
10,4,7,4,-4,LAS,LAX,0
10,5,1,11,3,LAS,LAX,0
10,6,2,13,6,LAS,LAX,0
10,7,3,2,0,LAS,LAX,0
10,8,4,12,-1,LAS,LAX,0
10,9,5,11,9,LAS,LAX,0
10,12,1,14,2,LAS,LAX,0
10,13,2,25,11,LAS,LAX,0
10,14,3,9,4,LAS,LAX,0
10,15,4,17,10,LAS,LAX,0
10,16,5,68,59,LAS,LAX,0
10,18,7,20,9,LAS,LAX,0
10,19,1,3,2,LAS,LAX,0
10,20,2,17,8,LAS,LAX,0
10,21,3,9,6,LAS,LAX,0
10,22,4,7,1,LAS,LAX,0
10,23,5,5,1,LAS,LAX,0
10,25,7,5,4,LAS,LAX,0
10,26,1,4,2,LAS,LAX,0
10,27,2,10,1,LAS,LAX,0
10,1,4,1,-1,LAX,SFO,0
10,2,5,5,0,LAX,SFO,0
10,3,6,40,36,LAX,SFO,0
10,4,7,38,27,LAX,SFO,0
10,5,1,14,11,LAX,SFO,0
10,6,2,7,6,LAX,SFO,0
10,7,3,3,1,LAX,SFO,0
10,8,4,7,3,LAX,SFO,0
10,9,5,23,7,LAX,SFO,0
10,10,6,2,1,LAX,SFO,0
10,12,1,28,12,LAX,SFO,0
10,13,2,22,19,LAX,SFO,0
10,14,3,41,35,LAX,SFO,0
10,15,4,14,7,LAX,SFO,0
10,16,5,73,70,LAX,SFO,0
10,17,6,16,13,LAX,SFO,0
10,18,7,10,2,LAX,SFO,0
10,19,1,3,0,LAX,SFO,0
10,20,2,22,14,LAX,SFO,0
10,21,3,0,0,LAX,SFO,0
10,22,4,20,7,LAX,SFO,0
10,23,5,25,16,LAX,SFO,0
10,24,6,10,9,LAX,SFO,0
10,25,7,2,2,LAX,SFO,0
10,26,1,3,0,LAX,SFO,0
10,27,2,-3,0,LAX,SFO,0
10,28,3,31,38,LAX,SFO,0
10,29,4,16,8,LAX,SFO,0
10,30,5,0,4,LAX,SFO,0
10,31,6,51,1,LAX,SFO,0
10,28,3,35,26,SFO,GEG,0
10,29,4,25,10,SFO,GEG,0
10,30,5,2,6,SFO,GEG,0
10,31,6,21,32,SFO,GEG,0
10,1,4,37,42,GEG,SFO,0
10,2,5,3,0,GEG,SFO,0
10,3,6,NA,NA,GEG,SFO,1
10,4,7,20,32,GEG,SFO,0
10,5,1,0,-1,GEG,SFO,0
10,7,3,21,7,GEG,SFO,0
10,8,4,44,38,GEG,SFO,0
10,9,5,35,32,GEG,SFO,0
10,10,6,1,1,GEG,SFO,0
10,11,7,3,-1,GEG,SFO,0
10,12,1,-1,-1,GEG,SFO,0
10,13,2,20,24,GEG,SFO,0
10,14,3,19,14,GEG,SFO,0
10,15,4,-8,0,GEG,SFO,0
10,17,6,-12,-1,GEG,SFO,0
10,18,7,0,9,GEG,SFO,0
10,19,1,9,5,GEG,SFO,0
10,20,2,3,0,GEG,SFO,0
10,21,3,11,-1,GEG,SFO,0
10,22,4,60,35,GEG,SFO,0
10,23,5,79,70,GEG,SFO,0
10,24,6,-4,4,GEG,SFO,0
10,25,7,19,22,GEG,SFO,0
10,26,1,30,25,GEG,SFO,0
10,27,2,69,22,GEG,SFO,0
10,28,3,72,61,GEG,SFO,0
10,29,4,68,61,GEG,SFO,0
10,30,5,5,1,GEG,SFO,0
10,31,6,14,13,GEG,SFO,0
10,1,4,28,8,SFO,LAX,0
10,2,5,16,1,SFO,LAX,0
10,3,6,-3,1,SFO,LAX,0
10,4,7,19,2,SFO,LAX,0
10,5,1,19,10,SFO,LAX,0
10,7,3,5,1,SFO,LAX,0
10,8,4,35,31,SFO,LAX,0
10,9,5,8,5,SFO,LAX,0
10,10,6,7,0,SFO,LAX,0
10,11,7,15,16,SFO,LAX,0
10,12,1,15,1,SFO,LAX,0
10,13,2,31,0,SFO,LAX,0
10,14,3,22,17,SFO,LAX,0
10,15,4,14,8,SFO,LAX,0
10,16,5,18,4,SFO,LAX,0
10,17,6,-3,-1,SFO,LAX,0
10,18,7,20,19,SFO,LAX,0
10,19,1,36,35,SFO,LAX,0
10,20,2,5,0,SFO,LAX,0
10,21,3,15,1,SFO,LAX,0
10,22,4,99,71,SFO,LAX,0
10,23,5,61,54,SFO,LAX,0
10,24,6,7,0,SFO,LAX,0
10,25,7,25,8,SFO,LAX,0
10,26,1,20,7,SFO,LAX,0
10,27,2,58,42,SFO,LAX,0
10,28,3,84,85,SFO,LAX,0
10,29,4,50,39,SFO,LAX,0
10,30,5,6,-1,SFO,LAX,0
10,31,6,3,2,SFO,LAX,0
10,1,4,32,31,LAS,LAX,0
10,2,5,-4,0,LAS,LAX,0
10,4,7,10,10,LAS,LAX,0
10,5,1,NA,NA,LAS,LAX,1
10,6,2,279,4,LAS,LAX,0
10,7,3,19,16,LAS,LAX,0
10,8,4,24,22,LAS,LAX,0
10,9,5,56,52,LAS,LAX,0
10,11,7,32,28,LAS,LAX,0
10,12,1,62,50,LAS,LAX,0
10,13,2,16,12,LAS,LAX,0
10,14,3,32,16,LAS,LAX,0
10,15,4,18,12,LAS,LAX,0
10,16,5,83,76,LAS,LAX,0
10,18,7,24,14,LAS,LAX,0
10,19,1,10,10,LAS,LAX,0
10,21,3,8,6,LAS,LAX,0
10,23,5,9,7,LAS,LAX,0
10,25,7,2,2,LAS,LAX,0
10,26,1,8,10,LAS,LAX,0
10,27,2,4,0,LAS,LAX,0
10,1,4,14,12,LAX,SFO,0
10,2,5,14,0,LAX,SFO,0
10,3,6,26,20,LAX,SFO,0
10,4,7,100,87,LAX,SFO,0
10,5,1,1,3,LAX,SFO,0
10,7,3,21,11,LAX,SFO,0
10,8,4,4,5,LAX,SFO,0
10,9,5,52,54,LAX,SFO,0
10,10,6,1,0,LAX,SFO,0
10,11,7,22,17,LAX,SFO,0
10,12,1,55,52,LAX,SFO,0
10,13,2,12,1,LAX,SFO,0
10,14,3,17,14,LAX,SFO,0
10,16,5,32,12,LAX,SFO,0
10,17,6,5,2,LAX,SFO,0
10,18,7,44,38,LAX,SFO,0
10,19,1,11,4,LAX,SFO,0
10,20,2,12,10,LAX,SFO,0
10,21,3,16,1,LAX,SFO,0
10,23,5,17,13,LAX,SFO,0
10,24,6,25,22,LAX,SFO,0
10,25,7,34,17,LAX,SFO,0
10,26,1,6,2,LAX,SFO,0
10,27,2,-2,-1,LAX,SFO,0
10,28,3,37,25,LAX,SFO,0
10,29,4,43,43,LAX,SFO,0
10,1,4,10,-1,SFO,PDX,0
10,2,5,1,1,SFO,PDX,0
10,4,7,86,85,SFO,PDX,0
10,5,1,-3,2,SFO,PDX,0
10,7,3,6,11,SFO,PDX,0
10,8,4,1,0,SFO,PDX,0
10,11,7,4,10,SFO,PDX,0
10,12,1,48,46,SFO,PDX,0
10,13,2,2,0,SFO,PDX,0
10,14,3,6,2,SFO,PDX,0
10,16,5,34,32,SFO,PDX,0
10,18,7,42,36,SFO,PDX,0
10,19,1,30,23,SFO,PDX,0
10,20,2,-4,1,SFO,PDX,0
10,23,5,6,6,SFO,PDX,0
10,25,7,27,20,SFO,PDX,0
10,26,1,-1,0,SFO,PDX,0
10,27,2,2,0,SFO,PDX,0
10,1,4,6,2,LAX,SFO,0
10,2,5,4,2,LAX,SFO,0
10,4,7,75,71,LAX,SFO,0
10,5,1,-3,1,LAX,SFO,0
10,6,2,8,5,LAX,SFO,0
10,7,3,12,8,LAX,SFO,0
10,8,4,13,1,LAX,SFO,0
10,9,5,62,53,LAX,SFO,0
10,10,6,-1,-1,LAX,SFO,0
10,11,7,0,4,LAX,SFO,0
10,12,1,79,70,LAX,SFO,0
10,13,2,25,0,LAX,SFO,0
10,14,3,72,60,LAX,SFO,0
10,15,4,22,19,LAX,SFO,0
10,16,5,69,62,LAX,SFO,0
10,17,6,19,6,LAX,SFO,0
10,18,7,9,3,LAX,SFO,0
10,19,1,15,11,LAX,SFO,0
10,20,2,-1,0,LAX,SFO,0
10,21,3,4,1,LAX,SFO,0
10,22,4,39,21,LAX,SFO,0
10,23,5,40,25,LAX,SFO,0
10,24,6,9,3,LAX,SFO,0
10,25,7,5,2,LAX,SFO,0
10,26,1,0,3,LAX,SFO,0
10,27,2,5,1,LAX,SFO,0
10,28,3,82,79,LAX,SFO,0
10,29,4,91,85,LAX,SFO,0
10,30,5,-4,1,LAX,SFO,0
10,31,6,82,65,LAX,SFO,0
10,1,4,13,8,TUS,LAX,0
10,2,5,0,2,TUS,LAX,0
10,4,7,14,-2,TUS,LAX,0
10,5,1,7,7,TUS,LAX,0
10,6,2,11,15,TUS,LAX,0
10,7,3,20,19,TUS,LAX,0
10,8,4,13,7,TUS,LAX,0
10,9,5,32,20,TUS,LAX,0
10,11,7,5,-1,TUS,LAX,0
10,12,1,81,77,TUS,LAX,0
10,13,2,6,3,TUS,LAX,0
10,15,4,30,30,TUS,LAX,0
10,16,5,68,59,TUS,LAX,0
10,18,7,16,12,TUS,LAX,0
10,19,1,29,17,TUS,LAX,0
10,20,2,4,0,TUS,LAX,0
10,21,3,16,17,TUS,LAX,0
10,22,4,28,14,TUS,LAX,0
10,23,5,3,6,TUS,LAX,0
10,25,7,16,9,TUS,LAX,0
10,26,1,7,6,TUS,LAX,0
10,27,2,1,-1,TUS,LAX,0
10,28,3,92,82,TUS,LAX,0
10,29,4,90,80,TUS,LAX,0
10,30,5,1,6,TUS,LAX,0
10,1,4,74,70,SFO,LGB,0
10,2,5,27,22,SFO,LGB,0
10,3,6,4,1,SFO,LGB,0
10,4,7,45,39,SFO,LGB,0
10,5,1,18,1,SFO,LGB,0
10,6,2,20,10,SFO,LGB,0
10,7,3,79,72,SFO,LGB,0
10,8,4,66,54,SFO,LGB,0
10,11,7,56,42,SFO,LGB,0
10,13,2,-1,0,SFO,LGB,0
10,14,3,6,4,SFO,LGB,0
10,15,4,59,54,SFO,LGB,0
10,16,5,36,29,SFO,LGB,0
10,17,6,16,4,SFO,LGB,0
10,18,7,16,2,SFO,LGB,0
10,19,1,5,0,SFO,LGB,0
10,20,2,37,29,SFO,LGB,0
10,21,3,21,9,SFO,LGB,0
10,22,4,12,0,SFO,LGB,0
10,23,5,73,65,SFO,LGB,0
10,24,6,20,0,SFO,LGB,0
10,25,7,39,18,SFO,LGB,0
10,27,2,25,2,SFO,LGB,0
10,28,3,18,0,SFO,LGB,0
10,29,4,12,9,SFO,LGB,0
10,30,5,19,0,SFO,LGB,0
10,31,6,18,2,SFO,LGB,0
10,1,4,53,55,LGB,SFO,0
10,2,5,-5,-1,LGB,SFO,0
10,4,7,79,89,LGB,SFO,0
10,5,1,-5,-2,LGB,SFO,0
10,6,2,-2,-2,LGB,SFO,0
10,7,3,81,54,LGB,SFO,0
10,8,4,68,48,LGB,SFO,0
10,11,7,30,28,LGB,SFO,0
10,12,1,92,58,LGB,SFO,0
10,13,2,36,7,LGB,SFO,0
10,14,3,49,54,LGB,SFO,0
10,15,4,5,6,LGB,SFO,0
10,16,5,41,29,LGB,SFO,0
10,18,7,6,-2,LGB,SFO,0
10,19,1,-6,-1,LGB,SFO,0
10,20,2,-8,-1,LGB,SFO,0
10,21,3,-9,0,LGB,SFO,0
10,22,4,69,33,LGB,SFO,0
10,23,5,94,84,LGB,SFO,0
10,25,7,57,64,LGB,SFO,0
10,26,1,54,25,LGB,SFO,0
10,26,1,54,9,LGB,SFO,0
10,28,3,99,48,LGB,SFO,0
10,29,4,64,61,LGB,SFO,0
10,30,5,33,36,LGB,SFO,0
10,1,4,27,25,RNO,SEA,0
10,2,5,3,0,RNO,SEA,0
10,4,7,64,65,RNO,SEA,0
10,5,1,0,0,RNO,SEA,0
10,6,2,-5,0,RNO,SEA,0
10,8,4,46,34,RNO,SEA,0
10,9,5,45,45,RNO,SEA,0
10,11,7,25,29,RNO,SEA,0
10,12,1,64,62,RNO,SEA,0
10,13,2,18,10,RNO,SEA,0
10,14,3,27,18,RNO,SEA,0
10,15,4,1,-1,RNO,SEA,0
10,16,5,26,21,RNO,SEA,0
10,18,7,1,-1,RNO,SEA,0
10,19,1,0,-1,RNO,SEA,0
10,20,2,0,-1,RNO,SEA,0
10,21,3,2,0,RNO,SEA,0
10,22,4,49,51,RNO,SEA,0
10,23,5,82,78,RNO,SEA,0
10,25,7,32,31,RNO,SEA,0
10,26,1,NA,32,RNO,SEA,0
10,26,1,NA,23,RNO,SEA,0
10,1,4,39,34,SFO,RNO,0
10,2,5,1,0,SFO,RNO,0
10,5,1,-3,5,SFO,RNO,0
10,6,2,5,1,SFO,RNO,0
10,7,3,64,51,SFO,RNO,0
10,8,4,49,46,SFO,RNO,0
10,9,5,53,46,SFO,RNO,0
10,11,7,37,29,SFO,RNO,0
10,12,1,80,82,SFO,RNO,0
10,13,2,27,27,SFO,RNO,0
10,14,3,30,25,SFO,RNO,0
10,15,4,-1,0,SFO,RNO,0
10,16,5,32,21,SFO,RNO,0
10,18,7,-3,-1,SFO,RNO,0
10,19,1,1,0,SFO,RNO,0
10,21,3,2,2,SFO,RNO,0
10,22,4,62,51,SFO,RNO,0
10,23,5,89,80,SFO,RNO,0
10,25,7,38,34,SFO,RNO,0
10,26,1,46,2,SFO,RNO,0
10,1,4,7,1,SFO,LGB,0
10,2,5,18,0,SFO,LGB,0
10,5,1,31,13,SFO,LGB,0
10,6,2,13,0,SFO,LGB,0
10,7,3,5,0,SFO,LGB,0
10,8,4,13,2,SFO,LGB,0
10,10,6,8,0,SFO,LGB,0
10,11,7,11,0,SFO,LGB,0
10,12,1,57,54,SFO,LGB,0
10,13,2,13,1,SFO,LGB,0
10,14,3,62,45,SFO,LGB,0
10,15,4,40,15,SFO,LGB,0
10,16,5,64,50,SFO,LGB,0
10,17,6,11,-1,SFO,LGB,0
10,18,7,16,1,SFO,LGB,0
10,19,1,12,-1,SFO,LGB,0
10,20,2,32,14,SFO,LGB,0
10,21,3,13,1,SFO,LGB,0
10,22,4,20,12,SFO,LGB,0
10,23,5,30,22,SFO,LGB,0
10,24,6,19,-1,SFO,LGB,0
10,25,7,15,1,SFO,LGB,0
10,26,1,28,5,SFO,LGB,0
10,27,2,9,1,SFO,LGB,0
10,28,3,81,64,SFO,LGB,0
10,29,4,77,75,SFO,LGB,0
10,30,5,16,1,SFO,LGB,0
10,31,6,63,53,SFO,LGB,0
10,1,4,17,13,LGB,SFO,0
10,2,5,5,1,LGB,SFO,0
10,3,6,4,1,LGB,SFO,0
10,4,7,3,-1,LGB,SFO,0
10,5,1,-3,1,LGB,SFO,0
10,6,2,-3,0,LGB,SFO,0
10,7,3,4,0,LGB,SFO,0
10,8,4,5,6,LGB,SFO,0
10,9,5,10,2,LGB,SFO,0
10,10,6,9,11,LGB,SFO,0
10,11,7,-2,0,LGB,SFO,0
10,12,1,27,2,LGB,SFO,0
10,13,2,16,-1,LGB,SFO,0
10,14,3,21,-1,LGB,SFO,0
10,15,4,3,1,LGB,SFO,0
10,16,5,2,6,LGB,SFO,0
10,17,6,24,25,LGB,SFO,0
10,18,7,-1,0,LGB,SFO,0
10,19,1,17,6,LGB,SFO,0
10,20,2,2,0,LGB,SFO,0
10,21,3,3,9,LGB,SFO,0
10,22,4,0,0,LGB,SFO,0
10,23,5,13,3,LGB,SFO,0
10,24,6,5,4,LGB,SFO,0
10,25,7,-3,-1,LGB,SFO,0
10,26,1,9,12,LGB,SFO,0
10,27,2,5,14,LGB,SFO,0
10,28,3,33,32,LGB,SFO,0
10,29,4,30,12,LGB,SFO,0
10,30,5,5,7,LGB,SFO,0
10,31,6,-4,1,LGB,SFO,0
10,3,6,5,0,RNO,SFO,0
10,10,6,10,0,RNO,SFO,0
10,17,6,-4,0,RNO,SFO,0
10,24,6,6,0,RNO,SFO,0
10,29,4,82,69,SFO,BUR,0
10,30,5,14,2,SFO,BUR,0
10,31,6,30,28,SFO,BUR,0
10,1,4,49,51,ONT,SFO,0
10,4,7,25,25,ONT,SFO,0
10,5,1,8,-1,ONT,SFO,0
10,6,2,7,-1,ONT,SFO,0
10,7,3,55,29,ONT,SFO,0
10,8,4,73,48,ONT,SFO,0
10,9,5,34,33,ONT,SFO,0
10,11,7,35,33,ONT,SFO,0
10,13,2,46,7,ONT,SFO,0
10,14,3,14,10,ONT,SFO,0
10,15,4,3,3,ONT,SFO,0
10,16,5,18,11,ONT,SFO,0
10,18,7,26,22,ONT,SFO,0
10,19,1,-4,-2,ONT,SFO,0
10,20,2,5,1,ONT,SFO,0
10,21,3,2,0,ONT,SFO,0
10,22,4,78,29,ONT,SFO,0
10,23,5,77,65,ONT,SFO,0
10,25,7,34,33,ONT,SFO,0
10,26,1,23,25,ONT,SFO,0
10,27,2,62,12,ONT,SFO,0
10,28,3,84,61,ONT,SFO,0
10,29,4,61,57,ONT,SFO,0
10,30,5,22,26,ONT,SFO,0
10,1,4,28,25,LAX,LAS,0
10,2,5,5,0,LAX,LAS,0
10,3,6,10,0,LAX,LAS,0
10,4,7,9,1,LAX,LAS,0
10,5,1,42,39,LAX,LAS,0
10,6,2,85,12,LAX,LAS,0
10,7,3,14,1,LAX,LAS,0
10,8,4,22,5,LAX,LAS,0
10,9,5,27,22,LAX,LAS,0
10,10,6,15,7,LAX,LAS,0
10,11,7,13,0,LAX,LAS,0
10,12,1,21,1,LAX,LAS,0
10,13,2,21,0,LAX,LAS,0
10,14,3,23,-2,LAX,LAS,0
10,15,4,33,19,LAX,LAS,0
10,16,5,19,-1,LAX,LAS,0
10,17,6,9,-1,LAX,LAS,0
10,18,7,4,0,LAX,LAS,0
10,19,1,24,-1,LAX,LAS,0
10,20,2,34,-1,LAX,LAS,0
10,21,3,14,0,LAX,LAS,0
10,22,4,20,1,LAX,LAS,0
10,23,5,21,16,LAX,LAS,0
10,24,6,24,1,LAX,LAS,0
10,25,7,10,2,LAX,LAS,0
10,26,1,21,0,LAX,LAS,0
10,27,2,13,1,LAX,LAS,0
10,28,3,8,0,LAX,LAS,0
10,29,4,29,3,LAX,LAS,0
10,30,5,16,8,LAX,LAS,0
10,31,6,13,8,LAX,LAS,0
10,1,4,16,1,RNO,SFO,0
10,2,5,13,1,RNO,SFO,0
10,6,2,6,0,RNO,SFO,0
10,7,3,6,0,RNO,SFO,0
10,8,4,-3,0,RNO,SFO,0
10,9,5,6,2,RNO,SFO,0
10,12,1,16,12,RNO,SFO,0
10,13,2,3,-1,RNO,SFO,0
10,14,3,4,-1,RNO,SFO,0
10,15,4,0,0,RNO,SFO,0
10,16,5,-1,0,RNO,SFO,0
10,19,1,8,-1,RNO,SFO,0
10,20,2,2,1,RNO,SFO,0
10,21,3,-3,0,RNO,SFO,0
10,22,4,-5,0,RNO,SFO,0
10,23,5,-2,-1,RNO,SFO,0
10,26,1,-3,0,RNO,SFO,0
10,27,2,5,3,RNO,SFO,0
10,28,3,1,3,RNO,SFO,0
10,29,4,-3,-1,RNO,SFO,0
10,30,5,-1,4,RNO,SFO,0
10,1,4,26,27,SFO,LAX,0
10,2,5,1,2,SFO,LAX,0
10,3,6,11,0,SFO,LAX,0
10,6,2,8,3,SFO,LAX,0
10,7,3,1,-1,SFO,LAX,0
10,8,4,-2,1,SFO,LAX,0
10,9,5,8,9,SFO,LAX,0
10,10,6,4,1,SFO,LAX,0
10,12,1,10,11,SFO,LAX,0
10,13,2,-7,0,SFO,LAX,0
10,14,3,-2,-1,SFO,LAX,0
10,15,4,3,1,SFO,LAX,0
10,17,6,-3,1,SFO,LAX,0
10,19,1,0,0,SFO,LAX,0
10,20,2,0,-1,SFO,LAX,0
10,21,3,0,0,SFO,LAX,0
10,22,4,0,4,SFO,LAX,0
10,23,5,4,0,SFO,LAX,0
10,24,6,-2,1,SFO,LAX,0
10,26,1,1,1,SFO,LAX,0
10,27,2,6,3,SFO,LAX,0
10,28,3,4,3,SFO,LAX,0
10,29,4,-2,-1,SFO,LAX,0
10,30,5,12,0,SFO,LAX,0
10,31,6,9,0,SFO,LAX,0
10,1,4,7,0,LAX,SJC,0
10,2,5,3,4,LAX,SJC,0
10,3,6,8,4,LAX,SJC,0
10,4,7,3,3,LAX,SJC,0
10,6,2,6,2,LAX,SJC,0
10,7,3,1,1,LAX,SJC,0
10,8,4,9,4,LAX,SJC,0
10,9,5,13,14,LAX,SJC,0
10,10,6,-3,0,LAX,SJC,0
10,11,7,3,8,LAX,SJC,0
10,12,1,17,12,LAX,SJC,0
10,13,2,2,-1,LAX,SJC,0
10,14,3,12,10,LAX,SJC,0
10,15,4,-2,-1,LAX,SJC,0
10,16,5,91,86,LAX,SJC,0
10,17,6,2,1,LAX,SJC,0
10,18,7,8,2,LAX,SJC,0
10,19,1,-2,1,LAX,SJC,0
10,20,2,6,10,LAX,SJC,0
10,21,3,5,1,LAX,SJC,0
10,22,4,62,56,LAX,SJC,0
10,23,5,8,4,LAX,SJC,0
10,24,6,2,5,LAX,SJC,0
10,25,7,16,17,LAX,SJC,0
10,26,1,14,16,LAX,SJC,0
10,27,2,18,16,LAX,SJC,0
10,28,3,94,98,LAX,SJC,0
10,29,4,40,38,LAX,SJC,0
10,30,5,38,39,LAX,SJC,0
10,31,6,39,29,LAX,SJC,0
10,1,4,-2,0,FAT,LAX,0
10,2,5,21,20,FAT,LAX,0
10,3,6,-8,-1,FAT,LAX,0
10,4,7,-1,-2,FAT,LAX,0
10,5,1,-2,-1,FAT,LAX,0
10,6,2,6,2,FAT,LAX,0
10,7,3,1,7,FAT,LAX,0
10,8,4,0,-1,FAT,LAX,0
10,10,6,-4,-2,FAT,LAX,0
10,11,7,0,-2,FAT,LAX,0
10,12,1,10,-2,FAT,LAX,0
10,13,2,-10,-4,FAT,LAX,0
10,14,3,14,9,FAT,LAX,0
10,15,4,35,36,FAT,LAX,0
10,16,5,59,61,FAT,LAX,0
10,17,6,2,0,FAT,LAX,0
10,18,7,6,-1,FAT,LAX,0
10,19,1,1,-2,FAT,LAX,0
10,20,2,3,-1,FAT,LAX,0
10,21,3,8,0,FAT,LAX,0
10,22,4,35,20,FAT,LAX,0
10,23,5,4,-2,FAT,LAX,0
10,24,6,7,-2,FAT,LAX,0
10,25,7,5,0,FAT,LAX,0
10,26,1,-3,-1,FAT,LAX,0
10,27,2,-3,-2,FAT,LAX,0
10,28,3,7,-1,FAT,LAX,0
10,29,4,189,-1,FAT,LAX,0
10,30,5,11,-2,FAT,LAX,0
10,31,6,14,16,FAT,LAX,0
10,1,4,20,1,LAX,SAN,0
10,2,5,23,20,LAX,SAN,0
10,4,7,19,1,LAX,SAN,0
10,5,1,4,0,LAX,SAN,0
10,6,2,15,12,LAX,SAN,0
10,7,3,11,1,LAX,SAN,0
10,8,4,10,6,LAX,SAN,0
10,9,5,36,26,LAX,SAN,0
10,11,7,27,9,LAX,SAN,0
10,12,1,13,-1,LAX,SAN,0
